1,0.2
"[1, 143]",0.6253257383233928
"[1, 3]",0.4340527798779604
"[1, 431]",0.7662147217716329
"[1, 999]",0.6824788038231133
"[1, 352]",0.7988957721325372
"[1, 739]",0.46535572534414843
"[1, 3, 202]",0.807191135693301
"[1, 132]",0.5116546910053308
"[1, 431, 792]",1.1190943655266867
"[1, 431, 801]",1.1705274067484237
"[1, 431, 990]",1.2414954734609283
"[1, 3, 218]",0.8211384636641301
"[1, 431, 990, 333]",1.6974074834799315
"[1, 431, 530]",1.1622569887327976
"[1, 431, 754]",1.3594875726933164
"[1, 431, 49]",1.1696886170299055
"[1, 343]",0.6855503274073165
"[1, 431, 990, 565]",1.523011545897729
"[1, 431, 28]",1.1052149442425145
"[1, 898]",0.5926427937708327
"[1, 3, 813]",0.8554958503810027
"[1, 431, 670]",1.223222300683274
"[1, 431, 496]",1.158611540983705
"[1, 431, 472]",1.0747386112778878
"[1, 431, 990, 812]",1.5157413295917037
"[1, 3, 285]",0.7289911781344423
"[1, 431, 990, 825]",1.7193755184445476
"[1, 431, 990, 817]",1.6656091046676647
"[1, 431, 241]",1.0486350831992663
"[1, 431, 646]",1.066029289532282
"[1, 431, 990, 656]",1.74450649604552
"[1, 431, 28, 461]",1.7353875067603517
"[1, 3, 133]",0.7203871470454242
"[1, 431, 429]",0.9796883548083479
"[1, 431, 990, 392]",1.6771305057972028
"[1, 431, 275]",1.3220280473434827
"[1, 431, 990, 93]",1.549876805070283
"[1, 431, 421]",1.0282851681375347
"[1, 431, 503]",1.2672974542588817
"[1, 431, 259]",1.0867650153841777
"[1, 431, 28, 114]",1.521962124073903
"[1, 431, 990, 474]",1.719816989358744
"[1, 431, 990, 840]",1.6024416758532203
"[1, 3, 955]",0.8333780181829004
"[1, 431, 990, 474, 888]",2.253705984144927
"[1, 431, 990, 481]",1.7159319654708884
"[1, 431, 413]",1.1821011600311284
"[1, 431, 679]",1.3523461070026153
"[1, 431, 990, 793]",1.5511173064354118
"[1, 431, 990, 504]",1.5393225511517998
"[1, 431, 990, 667]",1.584412724992081
"[1, 431, 807]",1.1470065363473454
"[1, 3, 80]",0.799276002270047
"[1, 431, 675]",1.044249798515179
"[1, 431, 990, 186]",1.8006829334487862
"[1, 431, 990, 697]",1.6505256978441771
"[1, 431, 561]",1.075175606224288
"[1, 431, 673]",1.1442072972635535
"[1, 431, 990, 656, 221]",1.9836715042927267
"[1, 431, 990, 667, 287]",2.017041572333199
"[1, 431, 990, 478]",1.6428973445654484
"[1, 431, 28, 746]",1.293936790649202
"[1, 431, 990, 474, 791]",2.1402038524306857
"[1, 3, 813, 666]",1.0944140237980429
"[1, 431, 990, 667, 821]",2.0838839050415263
"[1, 431, 256]",1.1029406220824343
"[1, 431, 990, 667, 405]",2.0438713818890974
"[1, 431, 990, 656, 809]",2.165696724639049
"[1, 104]",0.709215282068608
"[1, 431, 990, 186, 35]",2.1609442137598647
"[1, 431, 990, 134]",1.5403988919478082
"[1, 431, 503, 77]",1.5989949224870081
"[1, 431, 990, 474, 791, 183]",2.5561126238491876
